2023-01-01,acquisition_channel,google,1,0,0.00,0,0,,
2023-01-01,acquisition_channel,organic,1,0,0.00,0,0,,
2023-01-01,age_group,18-24,1,0,0.00,0,0,,
2023-01-01,age_group,25-34,1,0,0.00,0,0,,
2023-01-01,city,Bangalore,1,0,0.00,0,0,,
2023-01-01,city,Pune,1,0,0.00,0,0,,
2023-01-01,device,android,2,0,0.00,0,0,,
2023-01-01,gender,female,1,0,0.00,0,0,,
2023-01-01,gender,male,1,0,0.00,0,0,,
2023-01-02,acquisition_channel,facebook,2,1,666.00,1,2,0.5000,
2023-01-02,acquisition_channel,google,1,0,0.00,0,0,,
2023-01-02,acquisition_channel,instagram,4,1,92.00,1,1,1.0000,
2023-01-02,acquisition_channel,organic,3,0,0.00,0,0,,1.0000
2023-01-02,acquisition_channel,referral,1,0,0.00,0,0,,0.0000
2023-01-02,age_group,18-24,1,0,0.00,0,0,,0.0000
2023-01-02,age_group,25-34,8,1,666.00,1,2,0.5000,3.0000
2023-01-02,age_group,35-44,2,1,92.00,1,1,1.0000,
2023-01-02,city,Bangalore,3,0,0.00,0,0,,2.0000
2023-01-02,city,Chennai,2,1,92.00,1,1,1.0000,
2023-01-02,city,Delhi,1,1,666.00,1,1,1.0000,
2023-01-02,city,Hyderabad,1,0,0.00,0,0,,
2023-01-02,city,Mumbai,1,0,0.00,0,0,,0.0000
2023-01-02,city,Pune,3,0,0.00,0,1,0.0000,
2023-01-02,device,android,5,0,0.00,0,1,0.0000,0.5000
2023-01-02,device,ios,6,2,758.00,2,2,1.0000,
2023-01-02,gender,female,2,0,0.00,0,1,0.0000,
2023-01-02,gender,male,7,1,92.00,1,1,1.0000,1.5000
2023-01-02,gender,other,2,1,666.00,1,1,1.0000,
2023-01-03,acquisition_channel,facebook,5,0,0.00,0,0,,0.5000
2023-01-03,acquisition_channel,google,4,0,0.00,0,0,,
2023-01-03,acquisition_channel,instagram,3,0,0.00,0,1,0.0000,0.0000
2023-01-03,acquisition_channel,organic,5,0,0.00,0,0,,0.0000
2023-01-03,acquisition_channel,referral,1,0,0.00,0,0,,0.0000
2023-01-03,age_group,18-24,4,0,0.00,0,0,,0.5000
2023-01-03,age_group,25-34,13,0,0.00,0,1,0.0000,0.2500
2023-01-03,age_group,45+,1,0,0.00,0,0,,
2023-01-03,city,Bangalore,3,0,0.00,0,0,,0.0000
2023-01-03,city,Chennai,4,0,0.00,0,0,,1.0000
2023-01-03,city,Delhi,3,0,0.00,0,1,0.0000,0.0000
2023-01-03,city,Hyderabad,3,0,0.00,0,0,,1.0000
2023-01-03,city,Mumbai,3,0,0.00,0,0,,0.0000
2023-01-03,city,Pune,2,0,0.00,0,0,,
2023-01-03,device,android,10,0,0.00,0,0,,0.0000
2023-01-03,device,ios,8,0,0.00,0,1,0.0000,0.6667
2023-01-03,gender,female,10,0,0.00,0,0,,0.2500
2023-01-03,gender,male,6,0,0.00,0,0,,0.5000
2023-01-03,gender,other,2,0,0.00,0,1,0.0000,
2023-01-04,acquisition_channel,email,2,0,0.00,0,0,,
2023-01-04,acquisition_channel,facebook,5,0,0.00,0,0,,2.0000
2023-01-04,acquisition_channel,google,8,1,184.00,1,1,1.0000,1.0000
2023-01-04,acquisition_channel,instagram,10,0,0.00,0,0,,0.6667
2023-01-04,acquisition_channel,organic,13,0,0.00,0,2,0.0000,0.6667
2023-01-04,acquisition_channel,referral,3,1,250.00,1,1,1.0000,
2023-01-04,age_group,18-24,12,0,0.00,0,0,,1.0000
2023-01-04,age_group,25-34,19,2,434.00,2,4,0.5000,0.7500
2023-01-04,age_group,35-44,1,0,0.00,0,0,,0.0000
2023-01-04,age_group,45+,9,0,0.00,0,0,,2.0000
2023-01-04,city,Bangalore,6,0,0.00,0,0,,0.0000
2023-01-04,city,Chennai,5,0,0.00,0,0,,1.0000
2023-01-04,city,Delhi,5,0,0.00,0,0,,0.5000
2023-01-04,city,Hyderabad,6,1,250.00,1,2,0.5000,
2023-01-04,city,Mumbai,6,0,0.00,0,0,,
2023-01-04,city,Pune,13,1,184.00,1,2,0.5000,1.5000
2023-01-04,device,android,19,1,184.00,1,1,1.0000,1.0000
2023-01-04,device,ios,16,0,0.00,0,2,0.0000,0.5000
2023-01-04,device,web,6,1,250.00,1,1,1.0000,1.0000
2023-01-04,gender,female,13,0,0.00,0,0,,2.0000
2023-01-04,gender,male,12,1,184.00,1,2,0.5000,0.5000
2023-01-04,gender,other,16,1,250.00,1,2,0.5000,0.5000
2023-01-05,acquisition_channel,facebook,7,0,0.00,0,0,,0.5000
2023-01-05,acquisition_channel,google,6,0,0.00,0,0,,3.0000
2023-01-05,acquisition_channel,instagram,6,0,0.00,0,1,0.0000,1.0000
2023-01-05,acquisition_channel,organic,10,0,0.00,0,2,0.0000,0.5000
2023-01-05,acquisition_channel,referral,3,0,0.00,0,0,,0.0000
2023-01-05,age_group,18-24,6,0,0.00,0,0,,2.0000
2023-01-05,age_group,25-34,20,0,0.00,0,3,0.0000,0.7500
2023-01-05,age_group,35-44,3,0,0.00,0,0,,1.0000
2023-01-05,age_group,45+,3,0,0.00,0,0,,0.0000
2023-01-05,city,Bangalore,3,0,0.00,0,0,,1.0000
2023-01-05,city,Chennai,4,0,0.00,0,0,,0.0000
2023-01-05,city,Delhi,8,0,0.00,0,2,0.0000,1.0000
2023-01-05,city,Hyderabad,3,0,0.00,0,0,,
2023-01-05,city,Mumbai,7,0,0.00,0,1,0.0000,2.0000
2023-01-05,city,Pune,7,0,0.00,0,0,,0.0000
2023-01-05,device,android,18,0,0.00,0,0,,1.5000
2023-01-05,device,ios,11,0,0.00,0,3,0.0000,0.4000
2023-01-05,device,web,3,0,0.00,0,0,,
2023-01-05,gender,female,10,0,0.00,0,1,0.0000,1.0000
2023-01-05,gender,male,11,0,0.00,0,2,0.0000,0.6667
