2023-01-01,acquisition_channel,google,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,acquisition_channel,google,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,acquisition_channel,google,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,acquisition_channel,google,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,acquisition_channel,organic,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,acquisition_channel,organic,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,acquisition_channel,organic,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,acquisition_channel,organic,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,age_group,18-24,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,age_group,18-24,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,age_group,18-24,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,age_group,18-24,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,age_group,25-34,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,age_group,25-34,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,age_group,25-34,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,age_group,25-34,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,city,Bangalore,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,city,Bangalore,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,city,Bangalore,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,city,Bangalore,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,city,Pune,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,city,Pune,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,city,Pune,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,city,Pune,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,device,android,dau,2,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,device,android,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,device,android,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,device,android,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,gender,female,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,gender,female,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,gender,female,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,gender,female,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,gender,male,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,gender,male,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,gender,male,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-01,gender,male,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,facebook,dau,2,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,facebook,payment_conversion_pct,0.5,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,facebook,revenue,666,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,facebook,total_orders,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,google,dau,1,1,1,0,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,google,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,google,revenue,0,0,1,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,google,total_orders,0,0,1,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,instagram,dau,4,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,instagram,payment_conversion_pct,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,instagram,revenue,92,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,instagram,total_orders,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,organic,dau,3,1,1,200,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,organic,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,organic,revenue,0,0,1,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,organic,total_orders,0,0,1,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,referral,dau,1,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,referral,payment_conversion_pct,,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,referral,revenue,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
2023-01-02,acquisition_channel,referral,total_orders,0,,0,,NO_BASELINE,0,insufficient baseline (<3 days)
